id	text	date	genre	wordcount	ppcrelease	p	datems	pptw
541	wcecil-1580-e2-p2	1588	LETTERS_NON-PRIV	678	PPCEME-RELEASE-2	81	1588	119.47
542	wolsey-e1-h	1529	LETTERS_NON-PRIV	1078	PPCEME-RELEASE-2	153	1529	141.93
543	wolsey-e1-p1	1529	LETTERS_NON-PRIV	1234	PPCEME-RELEASE-2	145	1529	117.5
544	wolsey-e1-p2	1529	LETTERS_NON-PRIV	1133	PPCEME-RELEASE-2	158	1529	139.45
545	wpaston2-e2-h	1625	LETTERS_PRIV	433	PPCEME-RELEASE-2	44	1625	101.62
546	wplumpt-1500-e1-h	1503	LETTERS_PRIV	328	PPCEME-RELEASE-2	24	1503	73.17
547	wplumpt-1510-e1-h	1516	LETTERS_PRIV	225	PPCEME-RELEASE-2	36	1516	160
548	wplumpt-1530-e1-h	1516	LETTERS_PRIV	343	PPCEME-RELEASE-2	48	1516	139.94
549	zouch-e3-p2	1649	LETTERS_PRIV	324	PPCEME-RELEASE-2	41	1649	126.54
550	cmaelr3.m23	1400	RULE	17013	PPCME2-RELEASE-3	2203	1400	129.49
551	cmaelr4.m4	1450	RELIG_TREATISE	11181	PPCME2-RELEASE-3	1494	1450	133.62
552	cmancriw-1.m1	1230	RELIG_TREATISE	48566	PPCME2-RELEASE-3	5353	1230	110.22
553	cmancriw-2.m1	1230	RELIG_TREATISE	15224	PPCME2-RELEASE-3	1667	1230	109.5
554	cmastro.m3	1391	HANDBOOK_ASTRO	6897	PPCME2-RELEASE-3	1146	1391	166.16
555	cmayenbi.m2	1340	RELIG_TREATISE	45944	PPCME2-RELEASE-3	5530	1340	120.36
556	cmbenrul.m3	1425	RULE	18221	PPCME2-RELEASE-3	2368	1425	129.96
557	cmboeth.m3	1380	PHILOSOPHY	10415	PPCME2-RELEASE-3	1159	1380	111.28
558	cmbrut3.m3	1400	HISTORY	49099	PPCME2-RELEASE-3	5954	1400	121.27
559	cmcapchr.m4	1464	HISTORY	52716	PPCME2-RELEASE-3	7295	1464	138.38
560	cmcapser.m4	1452	SERMON	1469	PPCME2-RELEASE-3	236	1452	160.65
561	cmcloud.m3	1400	RELIG_TREATISE	15599	PPCME2-RELEASE-3	2276	1400	145.91
562	cmctmeli.m3	1390	PHILOSOPHY/FICTION	17005	PPCME2-RELEASE-3	1842	1390	108.32
563	cmctpars.m3	1390	RELIG_TREATISE	30416	PPCME2-RELEASE-3	4233	1390	139.17
564	cmearlps.m2	1350	BIBLE	44521	PPCME2-RELEASE-3	5769	1350	129.58
565	cmedmund.m4	1438	BIOGRAPHY_LIFE_OF_SAINT	3847	PPCME2-RELEASE-3	480	1438	124.77
566	cmedthor.m34	1350	RELIG_TRREATISE	13949	PPCME2-RELEASE-3	1749	1350	125.39
567	cmedvern.m3	1390	RELIG_TREATISE	12843	PPCME2-RELEASE-3	1774	1390	138.13
568	cmequato.m3	1392	HANDBOOK_ASTRO	6261	PPCME2-RELEASE-3	1043	1392	166.59
569	cmfitzja.m4	1495	SERMON	5652	PPCME2-RELEASE-3	941	1495	166.49
570	cmgaytry.m34	1440	SERMON	5238	PPCME2-RELEASE-3	616	1440	117.6
571	cmgregor.m4	1475	HISTORY	37326	PPCME2-RELEASE-3	5288	1475	141.67
572	cmhali.m1	1200	RELIG_TREATISE	8495	PPCME2-RELEASE-3	1116	1200	131.37
573	cmhilton.m34	1396	RELIG_TREATISE	4963	PPCME2-RELEASE-3	737	1396	148.5
574	cmhorses.m3	1450	HANDBOOK_MEDICINE	5902	PPCME2-RELEASE-3	827	1450	140.12
575	cminnoce.m4	1497	SERMON	4329	PPCME2-RELEASE-3	567	1497	130.98
576	cmjulia.m1	1200	BIOGRAPHY_LIFE_OF_SAINT	6810	PPCME2-RELEASE-3	770	1200	113.07
577	cmjulnor.m34	1400	RELIG_TREATISE	5004	PPCME2-RELEASE-3	629	1400	125.7
578	cmkathe.m1	1200	BIOGRAPHY_LIFE_OF_SAINT	8699	PPCME2-RELEASE-3	1009	1200	115.99
579	cmkempe.m4	1450	RELIG_TREATISE	60212	PPCME2-RELEASE-3	7777	1450	129.16
580	cmkentho.m1	1125	HOMILY	4048	PPCME2-RELEASE-3	464	1125	114.62
581	cmkentse.m2	1275	HOMILY	3534	PPCME2-RELEASE-3	432	1275	122.24
582	cmlamb1.m1	1225	HOMILY	6459	PPCME2-RELEASE-3	616	1225	95.37
583	cmlambx1.mx1	1225	HOMILY	20752	PPCME2-RELEASE-3	2119	1225	102.11
584	cmmalory.m4	1470	ROMANCE	57775	PPCME2-RELEASE-3	6033	1470	104.42
585	cmmandev.m3	1400	TRAVELOGUE	49690	PPCME2-RELEASE-3	7060	1400	142.08
586	cmmarga.m1	1200	BIOGRAPHY_LIFE_OF_SAINT	8069	PPCME2-RELEASE-3	938	1200	116.25
587	cmmirk.m34	1415	SERMON	57548	PPCME2-RELEASE-3	7441	1415	129.3
588	cmntest.m3	1388	BIBLE	11081	PPCME2-RELEASE-3	1253	1388	113.08
589	cmorm.m1	1200	HOMILY_POETRY	50579	PPCME2-RELEASE-3	6523	1200	128.97
590	cmotest.m3	1382	BIBLE	10015	PPCME2-RELEASE-3	1490	1382	148.78
591	cmpeterb.m1	1150	HISTORY	6757	PPCME2-RELEASE-3	906	1150	134.08
592	cmpolych.m3	1387	HISTORY	46444	PPCME2-RELEASE-3	6372	1387	137.2
593	cmpurvey.m3	1388	RELIG_TREATISE	39704	PPCME2-RELEASE-3	6090	1388	153.39
594	cmreynar.m4	1481	FICTION	8850	PPCME2-RELEASE-3	825	1481	93.22
595	cmreynes.m4	1500	HANDBOOK_OTHER	9100	PPCME2-RELEASE-3	1170	1500	128.57
596	cmrollep.m24	1348	RELIG_TREATISE	17960	PPCME2-RELEASE-3	2393	1348	133.24
597	cmrolltr.m24	1349	RELIG_TREATISE	17631	PPCME2-RELEASE-3	2554	1349	144.86
598	cmroyal.m34	1425	SERMON	6231	PPCME2-RELEASE-3	791	1425	126.95
599	cmsawles.m1	1200	HOMILY	4111	PPCME2-RELEASE-3	455	1200	110.68
600	cmsiege.m4	1500	ROMANCE	7659	PPCME2-RELEASE-3	919	1500	119.99
601	cmthorn.mx4	1440	HANDBOOK_MEDICINE	5168	PPCME2-RELEASE-3	684	1440	132.35
602	cmtrinit.mx1	1225	HOMILY	41844	PPCME2-RELEASE-3	3950	1225	94.4
603	cmvices1.m1	1200	RELIG_TREATISE	27677	PPCME2-RELEASE-3	2911	1200	105.18
604	cmvices4.m34	1400	RELIG_TREATISE	7061	PPCME2-RELEASE-3	798	1400	113.02
605	cmwycser.m3	1400	SERMON	56402	PPCME2-RELEASE-3	7367	1400	130.62
