"VERB"	"DECADE"	"verbs"	"nouns"	"freq"	"skewedness"
"1"	"ACCOUNT"	1860	40.17	140.73	180.9	-100.56
"2"	"ACCOUNT"	1870	42.34	143.79	186.13	-101.45
"3"	"ACCOUNT"	1880	40.24	127.63	167.87	-87.39
"4"	"ACCOUNT"	1890	37.95	117.4	155.35	-79.45
"5"	"ACCOUNT"	1900	36.78	126.75	163.53	-89.97
"6"	"ACCOUNT"	1910	31.43	110.35	141.78	-78.92
"7"	"ACCOUNT"	1920	32.22	100.58	132.8	-68.36
"8"	"ACCOUNT"	1930	30.39	106.34	136.73	-75.95
"9"	"ACCOUNT"	1940	26.88	76.99	103.87	-50.11
"10"	"ACCOUNT"	1950	26.31	76.11	102.42	-49.8
"11"	"ACCOUNT"	1960	33.31	86.09	119.4	-52.78
"12"	"ACCOUNT"	1970	31.13	88.48	119.61	-57.35
"13"	"ACCOUNT"	1980	37.85	104.37	142.22	-66.52
"14"	"ACCOUNT"	1990	35.73	94.45	130.18	-58.72
"15"	"ACCOUNT"	2000	30.56	83.24	113.8	-52.68
"16"	"ACT"	1860	152.58	205.78	358.36	-53.2
"17"	"ACT"	1870	154.75	186.94	341.69	-32.19
"18"	"ACT"	1880	157.19	199.59	356.78	-42.4
"19"	"ACT"	1890	137.04	173.77	310.81	-36.73
"20"	"ACT"	1900	127.46	146.8	274.26	-19.34
"21"	"ACT"	1910	133.13	139.66	272.79	-6.53
"22"	"ACT"	1920	138.46	159.41	297.87	-20.95
"23"	"ACT"	1930	134.89	197.88	332.77	-62.99
"24"	"ACT"	1940	135.35	159	294.35	-23.65
"25"	"ACT"	1950	143.08	148	291.08	-4.92
"26"	"ACT"	1960	137.96	135.41	273.37	2.55
"27"	"ACT"	1970	132.27	155.83	288.1	-23.56
"28"	"ACT"	1980	126.61	138.37	264.98	-11.76
"29"	"ACT"	1990	105.35	134.84	240.19	-29.49
"30"	"ACT"	2000	100.92	113.6	214.52	-12.68
"31"	"ADDRESS"	1860	81.58	39.77	121.35	41.81
"32"	"ADDRESS"	1870	69.96	39.01	108.97	30.95
"33"	"ADDRESS"	1880	63.38	37.23	100.61	26.15
"34"	"ADDRESS"	1890	64.01	43.48	107.49	20.53
"35"	"ADDRESS"	1900	60.64	47.96	108.6	12.68
"36"	"ADDRESS"	1910	56.41	44.67	101.08	11.74
"37"	"ADDRESS"	1920	50.8	49.74	100.54	1.06
"38"	"ADDRESS"	1930	48.78	51.28	100.06	-2.5
"39"	"ADDRESS"	1940	39.55	46.14	85.69	-6.59
"40"	"ADDRESS"	1950	41.56	42.22	83.78	-0.66
"41"	"ADDRESS"	1960	43.51	39.12	82.63	4.39
"42"	"ADDRESS"	1970	36.64	42.49	79.13	-5.85
"43"	"ADDRESS"	1980	47.62	32.81	80.43	14.81
"44"	"ADDRESS"	1990	58.22	38.71	96.93	19.51
"45"	"ADDRESS"	2000	59.36	46.24	105.6	13.12
"46"	"ANSWER"	1860	290.57	98.74	389.31	191.83
"47"	"ANSWER"	1870	301.93	104.3	406.23	197.63
"48"	"ANSWER"	1880	305.47	99.94	405.41	205.53
"49"	"ANSWER"	1890	308.5	100.22	408.72	208.28
"50"	"ANSWER"	1900	340.66	117.61	458.27	223.05
"51"	"ANSWER"	1910	282.01	116.66	398.67	165.35
"52"	"ANSWER"	1920	246.84	108.61	355.45	138.23
"53"	"ANSWER"	1930	190.1	105.52	295.62	84.58
"54"	"ANSWER"	1940	187.45	129.22	316.67	58.23
"55"	"ANSWER"	1950	175.34	137.8	313.14	37.54
"56"	"ANSWER"	1960	162.49	133.53	296.02	28.96
"57"	"ANSWER"	1970	166.52	120.87	287.39	45.65
"58"	"ANSWER"	1980	147.03	122.09	269.12	24.94
"59"	"ANSWER"	1990	142.73	116.08	258.81	26.65
"60"	"ANSWER"	2000	139.11	114.66	253.77	24.45
"61"	"APPROACH"	1860	106.69	38.72	145.41	67.97
"62"	"APPROACH"	1870	106.66	37.88	144.54	68.78
"63"	"APPROACH"	1880	87.39	29.42	116.81	57.97
"64"	"APPROACH"	1890	87.66	34.37	122.03	53.29
"65"	"APPROACH"	1900	79.5	28.04	107.54	51.46
"66"	"APPROACH"	1910	83.69	26.75	110.44	56.94
"67"	"APPROACH"	1920	76.31	28.79	105.1	47.52
"68"	"APPROACH"	1930	73.08	28.06	101.14	45.02
"69"	"APPROACH"	1940	65.61	36.32	101.93	29.29
"70"	"APPROACH"	1950	70.21	56.89	127.1	13.32
"71"	"APPROACH"	1960	76.77	66.99	143.76	9.78
"72"	"APPROACH"	1970	79.05	67.48	146.53	11.57
"73"	"APPROACH"	1980	83.84	73.79	157.63	10.05
"74"	"APPROACH"	1990	76.84	88.78	165.62	-11.94
"75"	"APPROACH"	2000	85.11	87.82	172.93	-2.71
"76"	"ATTACK"	1860	48.41	72.29	120.7	-23.88
"77"	"ATTACK"	1870	55.88	77.27	133.15	-21.39
"78"	"ATTACK"	1880	40.2	56.01	96.21	-15.81
"79"	"ATTACK"	1890	47.4	67.51	114.91	-20.11
"80"	"ATTACK"	1900	50.31	59.27	109.58	-8.96
"81"	"ATTACK"	1910	53.59	89.47	143.06	-35.88
"82"	"ATTACK"	1920	53.84	66.6	120.44	-12.76
"83"	"ATTACK"	1930	53.91	85.69	139.6	-31.78
"84"	"ATTACK"	1940	72.85	129.59	202.44	-56.74
"85"	"ATTACK"	1950	60.05	115.25	175.3	-55.2
"86"	"ATTACK"	1960	61.64	114.22	175.86	-52.58
"87"	"ATTACK"	1970	55.74	96.47	152.21	-40.73
"88"	"ATTACK"	1980	63.23	112.04	175.27	-48.81
"89"	"ATTACK"	1990	43.55	70.67	114.22	-27.12
"90"	"ATTACK"	2000	50.65	117.57	168.22	-66.92
"91"	"ATTEMPT"	1860	82.28	94.71	176.99	-12.43
"92"	"ATTEMPT"	1870	78.4	99.73	178.13	-21.33
"93"	"ATTEMPT"	1880	65.01	96.15	161.16	-31.14
"94"	"ATTEMPT"	1890	65.52	92.05	157.57	-26.53
"95"	"ATTEMPT"	1900	63.22	82.78	146	-19.56
"96"	"ATTEMPT"	1910	64.4	89.29	153.69	-24.89
"97"	"ATTEMPT"	1920	66.32	96.48	162.8	-30.16
"98"	"ATTEMPT"	1930	59.68	81.84	141.52	-22.16
"99"	"ATTEMPT"	1940	51.77	80.31	132.08	-28.54
"100"	"ATTEMPT"	1950	47.34	79.6	126.94	-32.26
"101"	"ATTEMPT"	1960	50.23	84.5	134.73	-34.27
"102"	"ATTEMPT"	1970	53.05	89.11	142.16	-36.06
"103"	"ATTEMPT"	1980	46.98	86.26	133.24	-39.28
"104"	"ATTEMPT"	1990	40.68	69.16	109.84	-28.48
"105"	"ATTEMPT"	2000	36.53	58.38	94.91	-21.85
"106"	"BACK"	1860	11.74	145.93	157.67	-134.19
"107"	"BACK"	1870	10.59	168.56	179.15	-157.97
"108"	"BACK"	1880	12.84	180.67	193.51	-167.83
"109"	"BACK"	1890	13.97	188.17	202.14	-174.2
"110"	"BACK"	1900	19.3	233.84	253.14	-214.54
"111"	"BACK"	1910	24.59	289.07	313.66	-264.48
"112"	"BACK"	1920	29.45	335.67	365.12	-306.22
"113"	"BACK"	1930	31.62	317.74	349.36	-286.12
"114"	"BACK"	1940	42.54	338.96	381.5	-296.42
"115"	"BACK"	1950	47.34	316.87	364.21	-269.53
"116"	"BACK"	1960	47.77	330.95	378.72	-283.18
"117"	"BACK"	1970	47.37	353.86	401.23	-306.49
"118"	"BACK"	1980	49.05	346.28	395.33	-297.23
"119"	"BACK"	1990	48.68	436.84	485.52	-388.16
"120"	"BACK"	2000	53.26	456.42	509.68	-403.16
"121"	"BATTLE"	1860	10.28	154.16	164.44	-143.88
"122"	"BATTLE"	1870	9.19	112.36	121.55	-103.17
"123"	"BATTLE"	1880	5.75	97.78	103.53	-92.03
"124"	"BATTLE"	1890	6.94	115.8	122.74	-108.86
"125"	"BATTLE"	1900	5.81	82.6	88.41	-76.79
"126"	"BATTLE"	1910	6.89	106.6	113.49	-99.71
"127"	"BATTLE"	1920	8.11	78.88	86.99	-70.77
"128"	"BATTLE"	1930	7.54	81.6	89.14	-74.06
"129"	"BATTLE"	1940	10.4	143.14	153.54	-132.74
"130"	"BATTLE"	1950	9.59	96.07	105.66	-86.48
"131"	"BATTLE"	1960	8.07	85.38	93.45	-77.31
"132"	"BATTLE"	1970	7.74	81.7	89.44	-73.96
"133"	"BATTLE"	1980	10.45	108.62	119.07	-98.17
"134"	"BATTLE"	1990	10.01	70.7	80.71	-60.69
"135"	"BATTLE"	2000	12.86	91.42	104.28	-78.56
"136"	"BLOW"	1860	75.04	66.98	142.02	8.06
"137"	"BLOW"	1870	69.48	64	133.48	5.48
"138"	"BLOW"	1880	63.96	55.91	119.87	8.05
"139"	"BLOW"	1890	70.81	60.42	131.23	10.39
"140"	"BLOW"	1900	67.79	56.87	124.66	10.92
"141"	"BLOW"	1910	85.19	53.32	138.51	31.87
"142"	"BLOW"	1920	80.87	52.9	133.77	27.97
"143"	"BLOW"	1930	91.71	47.52	139.23	44.19
"144"	"BLOW"	1940	99.9	49.33	149.23	50.57
"145"	"BLOW"	1950	95.66	41.4	137.06	54.26
"146"	"BLOW"	1960	86.93	36.11	123.04	50.82
"147"	"BLOW"	1970	89.06	30.75	119.81	58.31
"148"	"BLOW"	1980	85.87	33.44	119.31	52.43
"149"	"BLOW"	1990	95.27	22.96	118.23	72.31
"150"	"BLOW"	2000	101.16	27.51	128.67	73.65
"151"	"CALL"	1860	647.35	64.29	711.64	583.06
"152"	"CALL"	1870	691.56	68.67	760.23	622.89
"153"	"CALL"	1880	693.2	70.33	763.53	622.87
"154"	"CALL"	1890	704.61	74.78	779.39	629.83
"155"	"CALL"	1900	697.7	79.19	776.89	618.51
"156"	"CALL"	1910	677.33	87.97	765.3	589.36
"157"	"CALL"	1920	705.2	84.03	789.23	621.17
"158"	"CALL"	1930	702.32	79.55	781.87	622.77
"159"	"CALL"	1940	704.09	81.55	785.64	622.54
"160"	"CALL"	1950	759.89	92.71	852.6	667.18
"161"	"CALL"	1960	809.81	111.25	921.06	698.56
"162"	"CALL"	1970	817.1	125.83	942.93	691.27
"163"	"CALL"	1980	792.61	123.04	915.65	669.57
"164"	"CALL"	1990	833.62	125.91	959.53	707.71
"165"	"CALL"	2000	846.96	148.44	995.4	698.52
"166"	"CARE"	1860	126.54	190.66	317.2	-64.12
"167"	"CARE"	1870	151.32	168.99	320.31	-17.67
"168"	"CARE"	1880	158	161.31	319.31	-3.31
"169"	"CARE"	1890	157.62	148.09	305.71	9.53
"170"	"CARE"	1900	161.3	130.25	291.55	31.05
"171"	"CARE"	1910	157.98	125.84	283.82	32.14
"172"	"CARE"	1920	138.03	103.27	241.3	34.76
"173"	"CARE"	1930	116.62	112.97	229.59	3.65
"174"	"CARE"	1940	107.23	112.28	219.51	-5.05
"175"	"CARE"	1950	108.12	103.2	211.32	4.92
"176"	"CARE"	1960	111.04	108.33	219.37	2.71
"177"	"CARE"	1970	117.04	115.74	232.78	1.3
"178"	"CARE"	1980	117.16	112.87	230.03	4.29
"179"	"CARE"	1990	122.61	191.84	314.45	-69.23
"180"	"CARE"	2000	135.04	151.7	286.74	-16.66
"181"	"CAUSE"	1860	116.03	275.91	391.94	-159.88
"182"	"CAUSE"	1870	126.49	209.4	335.89	-82.91
"183"	"CAUSE"	1880	124.76	190.01	314.77	-65.25
"184"	"CAUSE"	1890	110.28	191.66	301.94	-81.38
"185"	"CAUSE"	1900	125.15	164.99	290.14	-39.84
"186"	"CAUSE"	1910	126.68	167.78	294.46	-41.1
"187"	"CAUSE"	1920	142.51	140.21	282.72	2.3
"188"	"CAUSE"	1930	129.85	104.45	234.3	25.4
"189"	"CAUSE"	1940	130.13	112.49	242.62	17.64
"190"	"CAUSE"	1950	126.98	94.15	221.13	32.83
"191"	"CAUSE"	1960	138.71	98.67	237.38	40.04
"192"	"CAUSE"	1970	145.86	115.23	261.09	30.63
"193"	"CAUSE"	1980	163.11	101.31	264.42	61.8
"194"	"CAUSE"	1990	145.6	83.37	228.97	62.23
"195"	"CAUSE"	2000	149.63	83.18	232.81	66.45
"196"	"CHANGE"	1860	161.52	197.55	359.07	-36.03
"197"	"CHANGE"	1870	177.32	192.48	369.8	-15.16
"198"	"CHANGE"	1880	163.8	193.27	357.07	-29.47
"199"	"CHANGE"	1890	169.28	197.04	366.32	-27.76
"200"	"CHANGE"	1900	160.2	179.63	339.83	-19.43
"201"	"CHANGE"	1910	171.09	186.71	357.8	-15.62
"202"	"CHANGE"	1920	177.35	176.14	353.49	1.21
"203"	"CHANGE"	1930	198.33	208.78	407.11	-10.45
"204"	"CHANGE"	1940	200.58	180.54	381.12	20.04
"205"	"CHANGE"	1950	206.29	197.68	403.97	8.61
"206"	"CHANGE"	1960	244.86	222.29	467.15	22.57
"207"	"CHANGE"	1970	238.12	202.61	440.73	35.51
"208"	"CHANGE"	1980	270.94	227.45	498.39	43.49
"209"	"CHANGE"	1990	287.04	228.64	515.68	58.4
"210"	"CHANGE"	2000	278.36	199.29	477.65	79.07
"211"	"CHARGE"	1860	55.18	126.31	181.49	-71.13
"212"	"CHARGE"	1870	54.7	106.72	161.42	-52.02
"213"	"CHARGE"	1880	53.75	116.18	169.93	-62.43
"214"	"CHARGE"	1890	51.6	114.62	166.22	-63.02
"215"	"CHARGE"	1900	55.99	120.4	176.39	-64.41
"216"	"CHARGE"	1910	49.79	111.1	160.89	-61.31
"217"	"CHARGE"	1920	66.32	131.47	197.79	-65.15
"218"	"CHARGE"	1930	79.79	152.17	231.96	-72.38
"219"	"CHARGE"	1940	78.15	126.12	204.27	-47.97
"220"	"CHARGE"	1950	84.23	136.57	220.8	-52.34
"221"	"CHARGE"	1960	84.92	150.95	235.87	-66.03
"222"	"CHARGE"	1970	78.93	124.36	203.29	-45.43
"223"	"CHARGE"	1980	77.45	123.52	200.97	-46.07
"224"	"CHARGE"	1990	52.73	87.45	140.18	-34.72
"225"	"CHARGE"	2000	51.73	81.48	133.21	-29.75
"226"	"CLAIM"	1860	91.5	84.09	175.59	7.41
"227"	"CLAIM"	1870	86.46	97.31	183.77	-10.85
"228"	"CLAIM"	1880	87.19	81.45	168.64	5.74
"229"	"CLAIM"	1890	72.51	78.55	151.06	-6.04
"230"	"CLAIM"	1900	66.5	61.4	127.9	5.1
"231"	"CLAIM"	1910	60.12	56.1	116.22	4.02
"232"	"CLAIM"	1920	65.23	66.17	131.4	-0.94
"233"	"CLAIM"	1930	59.27	47.8	107.07	11.47
"234"	"CLAIM"	1940	66.27	41.96	108.23	24.31
"235"	"CLAIM"	1950	68.78	45.95	114.73	22.83
"236"	"CLAIM"	1960	83.38	49.36	132.74	34.02
"237"	"CLAIM"	1970	94.74	57.93	152.67	36.81
"238"	"CLAIM"	1980	115.61	58.34	173.95	57.27
"239"	"CLAIM"	1990	106.68	60.84	167.52	45.84
"240"	"CLAIM"	2000	97.93	49.53	147.46	48.4
"241"	"CLOSE"	1860	126.54	33.28	159.82	93.26
"242"	"CLOSE"	1870	131.7	35.63	167.33	96.07
"243"	"CLOSE"	1880	127.82	29.8	157.62	98.02
"244"	"CLOSE"	1890	139.68	31.86	171.54	107.82
"245"	"CLOSE"	1900	146.13	23.2	169.33	122.93
"246"	"CLOSE"	1910	156.65	19.82	176.47	136.83
"247"	"CLOSE"	1920	196.31	26.88	223.19	169.43
"248"	"CLOSE"	1930	197.07	16.02	213.09	181.05
"249"	"CLOSE"	1940	191.56	10.73	202.29	180.83
"250"	"CLOSE"	1950	172.47	8.07	180.54	164.4
"251"	"CLOSE"	1960	182.84	4.85	187.69	177.99
"252"	"CLOSE"	1970	180.53	6.65	187.18	173.88
"253"	"CLOSE"	1980	188.29	6	194.29	182.29
"254"	"CLOSE"	1990	198.12	4.84	202.96	193.28
"255"	"CLOSE"	2000	200.21	4.04	204.25	196.17
"256"	"CONTROL"	1860	48.23	43.5	91.73	4.73
"257"	"CONTROL"	1870	51.42	50.19	101.61	1.23
"258"	"CONTROL"	1880	54.86	59.69	114.55	-4.83
"259"	"CONTROL"	1890	55.42	63.16	118.58	-7.74
"260"	"CONTROL"	1900	55.32	77.46	132.78	-22.14
"261"	"CONTROL"	1910	63.43	99.05	162.48	-35.62
"262"	"CONTROL"	1920	71.98	134.87	206.85	-62.89
"263"	"CONTROL"	1930	77.5	165.36	242.86	-87.86
"264"	"CONTROL"	1940	81.88	192.92	274.8	-111.04
"265"	"CONTROL"	1950	83.69	187.68	271.37	-103.99
"266"	"CONTROL"	1960	94.37	220.91	315.28	-126.54
"267"	"CONTROL"	1970	88.77	200.85	289.62	-112.08
"268"	"CONTROL"	1980	97.1	201.12	298.22	-104.02
"269"	"CONTROL"	1990	88.14	183.3	271.44	-95.16
"270"	"CONTROL"	2000	67.88	151.05	218.93	-83.17
"271"	"COVER"	1860	130.86	30.13	160.99	100.73
"272"	"COVER"	1870	147.39	32.83	180.22	114.56
"273"	"COVER"	1880	147.22	27.55	174.77	119.67
"274"	"COVER"	1890	133.74	27.66	161.4	106.08
"275"	"COVER"	1900	138.9	37.31	176.21	101.59
"276"	"COVER"	1910	143.63	37.65	181.28	105.98
"277"	"COVER"	1920	148.91	44.08	192.99	104.83
"278"	"COVER"	1930	149.47	39.32	188.79	110.15
"279"	"COVER"	1940	147.16	44.19	191.35	102.97
"280"	"COVER"	1950	140.67	46.07	186.74	94.6
"281"	"COVER"	1960	144.02	59.39	203.41	84.63
"282"	"COVER"	1970	148.43	58.6	207.03	89.83
"283"	"COVER"	1980	159.9	59.45	219.35	100.45
"284"	"COVER"	1990	188.5	66.86	255.36	121.64
"285"	"COVER"	2000	189.15	68.59	257.74	120.56
"286"	"CROSS"	1860	83.5	53.37	136.87	30.13
"287"	"CROSS"	1870	118.86	68.08	186.94	50.78
"288"	"CROSS"	1880	89.54	45.94	135.48	43.6
"289"	"CROSS"	1890	98	41.35	139.35	56.65
"290"	"CROSS"	1900	112.19	51.77	163.96	60.42
"291"	"CROSS"	1910	103.42	50.32	153.74	53.1
"292"	"CROSS"	1920	109.55	53.17	162.72	56.38
"293"	"CROSS"	1930	101.79	43.42	145.21	58.37
"294"	"CROSS"	1940	110.46	52.85	163.31	57.61
"295"	"CROSS"	1950	106.85	71.36	178.21	35.49
"296"	"CROSS"	1960	93.78	46.18	139.96	47.6
"297"	"CROSS"	1970	91.88	36.52	128.4	55.36
"298"	"CROSS"	1980	80.94	34.27	115.21	46.67
"299"	"CROSS"	1990	89.39	38.49	127.88	50.9
"300"	"CROSS"	2000	91.52	37.92	129.44	53.6
"301"	"CRY"	1860	199.77	89.34	289.11	110.43
"302"	"CRY"	1870	249.27	105.21	354.48	144.06
"303"	"CRY"	1880	230.63	87.24	317.87	143.39
"304"	"CRY"	1890	246.14	98.28	344.42	147.86
"305"	"CRY"	1900	300.52	98.4	398.92	202.12
"306"	"CRY"	1910	289.03	90.27	379.3	198.76
"307"	"CRY"	1920	239.07	84.31	323.38	154.76
"308"	"CRY"	1930	189.04	62.3	251.34	126.74
"309"	"CRY"	1940	170.64	62.25	232.89	108.39
"310"	"CRY"	1950	174.11	54.55	228.66	119.56
"311"	"CRY"	1960	137.2	52.87	190.07	84.33
"312"	"CRY"	1970	122.34	53.18	175.52	69.16
"313"	"CRY"	1980	129.99	51.11	181.1	78.88
"314"	"CRY"	1990	123.43	54.96	178.39	68.47
"315"	"CRY"	2000	101.73	52.38	154.11	49.35
"316"	"CUT"	1860	141.55	21.61	163.16	119.94
"317"	"CUT"	1870	146.37	21.55	167.92	124.82
"318"	"CUT"	1880	167.44	27.98	195.42	139.46
"319"	"CUT"	1890	138.22	22.38	160.6	115.84
"320"	"CUT"	1900	172.75	37.04	209.79	135.71
"321"	"CUT"	1910	171	31.65	202.65	139.35
"322"	"CUT"	1920	168.03	36.48	204.51	131.55
"323"	"CUT"	1930	236.31	56.12	292.43	180.19
"324"	"CUT"	1940	225.1	67.76	292.86	157.34
"325"	"CUT"	1950	218.7	60.46	279.16	158.24
"326"	"CUT"	1960	251.09	51.61	302.7	199.48
"327"	"CUT"	1970	280.74	72.32	353.06	208.42
"328"	"CUT"	1980	255.33	73	328.33	182.33
"329"	"CUT"	1990	249.7	61.84	311.54	187.86
"330"	"CUT"	2000	244.44	61.57	306.01	182.87
"331"	"DANCE"	1860	36.67	29.37	66.04	7.3
"332"	"DANCE"	1870	28.8	25.2	54	3.6
"333"	"DANCE"	1880	30.81	26.69	57.5	4.12
"334"	"DANCE"	1890	34.46	41.12	75.58	-6.66
"335"	"DANCE"	1900	36.11	37.93	74.04	-1.82
"336"	"DANCE"	1910	37.21	42.24	79.45	-5.03
"337"	"DANCE"	1920	42.76	55.98	98.74	-13.22
"338"	"DANCE"	1930	47.8	59.56	107.36	-11.76
"339"	"DANCE"	1940	40.34	43.74	84.08	-3.4
"340"	"DANCE"	1950	44.76	58.69	103.45	-13.93
"341"	"DANCE"	1960	36.82	48.02	84.84	-11.2
"342"	"DANCE"	1970	31.13	43.21	74.34	-12.08
"343"	"DANCE"	1980	42.73	49.21	91.94	-6.48
"344"	"DANCE"	1990	45.2	64.6	109.8	-19.4
"345"	"DANCE"	2000	42.37	61.64	104.01	-19.27
"346"	"DEAL"	1860	44.96	50.69	95.65	-5.73
"347"	"DEAL"	1870	66.68	71.79	138.47	-5.11
"348"	"DEAL"	1880	72.97	79.72	152.69	-6.75
"349"	"DEAL"	1890	75.06	69.68	144.74	5.38
"350"	"DEAL"	1900	82.07	63.26	145.33	18.81
"351"	"DEAL"	1910	83.6	66.74	150.34	16.86
"352"	"DEAL"	1920	83.18	64.92	148.1	18.26
"353"	"DEAL"	1930	84.13	113.91	198.04	-29.78
"354"	"DEAL"	1940	80.23	94.18	174.41	-13.95
"355"	"DEAL"	1950	88.57	83.65	172.22	4.92
"356"	"DEAL"	1960	94.58	77.94	172.52	16.64
"357"	"DEAL"	1970	111.24	82	193.24	29.24
"358"	"DEAL"	1980	118.39	91.58	209.97	26.81
"359"	"DEAL"	1990	103.74	106.32	210.06	-2.58
"360"	"DEAL"	2000	97.63	105.46	203.09	-7.83
"361"	"DEMAND"	1860	88.58	67.68	156.26	20.9
"362"	"DEMAND"	1870	91.24	80.33	171.57	10.91
"363"	"DEMAND"	1880	83.89	77.56	161.45	6.33
"364"	"DEMAND"	1890	90.31	85.68	175.99	4.63
"365"	"DEMAND"	1900	119.03	76.08	195.11	42.95
"366"	"DEMAND"	1910	141.29	93.53	234.82	47.76
"367"	"DEMAND"	1920	130.38	101.55	231.93	28.83
"368"	"DEMAND"	1930	101.38	113.3	214.68	-11.92
"369"	"DEMAND"	1940	89.38	118.66	208.04	-29.28
"370"	"DEMAND"	1950	92.38	80.83	173.21	11.55
"371"	"DEMAND"	1960	78.28	108.24	186.52	-29.96
"372"	"DEMAND"	1970	77.12	94.66	171.78	-17.54
"373"	"DEMAND"	1980	70.77	77.49	148.26	-6.72
"374"	"DEMAND"	1990	52.87	58.04	110.91	-5.17
"375"	"DEMAND"	2000	50.41	55.12	105.53	-4.71
"376"	"DESIGN"	1860	28.55	64.47	93.02	-35.92
"377"	"DESIGN"	1870	27.94	53.84	81.78	-25.9
"378"	"DESIGN"	1880	23.38	46.71	70.09	-23.33
"379"	"DESIGN"	1890	22.75	47.07	69.82	-24.32
"380"	"DESIGN"	1900	18.37	37.44	55.81	-19.07
"381"	"DESIGN"	1910	25.69	48.47	74.16	-22.78
"382"	"DESIGN"	1920	33.43	64.84	98.27	-31.41
"383"	"DESIGN"	1930	44.65	48.33	92.98	-3.68
"384"	"DESIGN"	1940	58.98	63.45	122.43	-4.47
"385"	"DESIGN"	1950	65	45.66	110.66	19.34
"386"	"DESIGN"	1960	68.79	51.2	119.99	17.59
"387"	"DESIGN"	1970	70.55	67.44	137.99	3.11
"388"	"DESIGN"	1980	81.73	74.35	156.08	7.38
"389"	"DESIGN"	1990	94.02	99.51	193.53	-5.49
"390"	"DESIGN"	2000	86.74	94.34	181.08	-7.6
"391"	"DESIRE"	1860	109.9	98.28	208.18	11.62
"392"	"DESIRE"	1870	97.9	118.64	216.54	-20.74
"393"	"DESIRE"	1880	102.91	106.6	209.51	-3.69
"394"	"DESIRE"	1890	92.76	104.52	197.28	-11.76
"395"	"DESIRE"	1900	83.54	107.71	191.25	-24.17
"396"	"DESIRE"	1910	72.08	113.26	185.34	-41.18
"397"	"DESIRE"	1920	67.65	106.97	174.62	-39.32
"398"	"DESIRE"	1930	47.92	83.6	131.52	-35.68
"399"	"DESIRE"	1940	38.68	72.98	111.66	-34.3
"400"	"DESIRE"	1950	27.01	62.5	89.51	-35.49
"401"	"DESIRE"	1960	25.03	68.04	93.07	-43.01
"402"	"DESIRE"	1970	23.05	59.87	82.92	-36.82
"403"	"DESIRE"	1980	19.3	61.8	81.1	-42.5
"404"	"DESIRE"	1990	18.47	57.39	75.86	-38.92
"405"	"DESIRE"	2000	18.42	55.56	73.98	-37.14
"406"	"DOUBT"	1860	96.17	108.79	204.96	-12.62
"407"	"DOUBT"	1870	87.75	104.35	192.1	-16.6
"408"	"DOUBT"	1880	80.87	111.58	192.45	-30.71
"409"	"DOUBT"	1890	70.01	99.32	169.33	-29.31
"410"	"DOUBT"	1900	63.75	92.59	156.34	-28.84
"411"	"DOUBT"	1910	55.48	87.75	143.23	-32.27
"412"	"DOUBT"	1920	53.37	83.64	137.01	-30.27
"413"	"DOUBT"	1930	46.78	66.56	113.34	-19.78
"414"	"DOUBT"	1940	43.24	66.47	109.71	-23.23
"415"	"DOUBT"	1950	47.13	69.02	116.15	-21.89
"416"	"DOUBT"	1960	49.65	71.09	120.74	-21.44
"417"	"DOUBT"	1970	49.01	62.48	111.49	-13.47
"418"	"DOUBT"	1980	44.12	56.08	100.2	-11.96
"419"	"DOUBT"	1990	30.06	41.93	71.99	-11.87
"420"	"DOUBT"	2000	33.14	41.62	74.76	-8.48
"421"	"DREAM"	1860	61.78	122.57	184.35	-60.79
"422"	"DREAM"	1870	61.79	110.32	172.11	-48.53
"423"	"DREAM"	1880	63.05	112.68	175.73	-49.63
"424"	"DREAM"	1890	59.91	102.01	161.92	-42.1
"425"	"DREAM"	1900	60.42	109.67	170.09	-49.25
"426"	"DREAM"	1910	54.87	99.54	154.41	-44.67
"427"	"DREAM"	1920	52.39	90.94	143.33	-38.55
"428"	"DREAM"	1930	39.04	75.12	114.16	-36.08
"429"	"DREAM"	1940	43.49	81.18	124.67	-37.69
"430"	"DREAM"	1950	40.82	86.56	127.38	-45.74
"431"	"DREAM"	1960	43.21	92.82	136.03	-49.61
"432"	"DREAM"	1970	47.16	109.09	156.25	-61.93
"433"	"DREAM"	1980	46.35	118.23	164.58	-71.88
"434"	"DREAM"	1990	54.78	137.17	191.95	-82.39
"435"	"DREAM"	2000	50.75	134.33	185.08	-83.58
"436"	"DRESS"	1860	71.07	107.21	178.28	-36.14
"437"	"DRESS"	1870	80.44	127.99	208.43	-47.55
"438"	"DRESS"	1880	69.42	96.82	166.24	-27.4
"439"	"DRESS"	1890	70.86	80.77	151.63	-9.91
"440"	"DRESS"	1900	73.78	82.69	156.47	-8.91
"441"	"DRESS"	1910	69.79	74.51	144.3	-4.72
"442"	"DRESS"	1920	76.78	76.89	153.67	-0.11
"443"	"DRESS"	1930	76.27	99.95	176.22	-23.68
"444"	"DRESS"	1940	78.24	114.52	192.76	-36.28
"445"	"DRESS"	1950	85.13	88.16	173.29	-3.03
"446"	"DRESS"	1960	78.23	79.2	157.43	-0.97
"447"	"DRESS"	1970	84.48	69.84	154.32	14.64
"448"	"DRESS"	1980	82.17	73.24	155.41	8.93
"449"	"DRESS"	1990	88.64	86.31	174.95	2.33
"450"	"DRESS"	2000	94.71	83.01	177.72	11.7
